SimulationNum;Connection;Size;Arrive_Time;Holdtime;Release_Time;Source;Target;
0;0;120.0;4.050523976367994E-4;2.064951101613422;2.0653561540110585;1;4;
0;1;120.0;4.4095865681624975E-4;0.431098912375119;0.43153987103193525;2;3;
0;2;120.0;0.0014908278971337437;4.849946217147504;4.851437045044637;1;2;
0;3;120.0;0.0017754259058794684;0.01182486435358247;0.013600290259461939;2;4;
0;4;120.0;0.002827701779192178;2.4164965707474573;2.4193242725266493;4;3;
0;5;120.0;0.002838196267898298;0.001909757534378942;0.00474795380227724;2;4;
0;6;120.0;0.0030175090508073664;1.002535492568645;1.0055530016194523;3;1;
0;7;120.0;0.0032545004561803192;1.1377852081846032;1.1410397086407835;4;3;
0;8;120.0;0.003614780320334536;1.3135416037790015;1.317156384099336;1;2;
0;9;120.0;0.004398788026312841;0.20761079350374245;0.21200958153005528;2;4;
0;10;120.0;0.004514942383392499;0.725018585918463;0.7295335283018555;3;2;
0;11;120.0;0.004702119340736353;1.7279490785445173;1.7326511978852537;2;4;
0;12;120.0;0.004854506804264815;0.7037808513440162;0.708635358148281;2;1;
0;13;120.0;0.004945461745171756;0.003539647338550616;0.008485109083722372;4;3;
0;14;120.0;0.005826225912191638;2.8953639835350953;2.901190209447287;2;1;
0;15;120.0;0.006642471864859439;1.1221067890564804;1.1287492609213399;4;3;
0;16;120.0;0.0067405306659551936;1.9093350635619628;1.916075594227918;3;2;
0;17;120.0;0.006965980738859091;4.268786702983793;4.2757526837226525;3;4;
0;18;120.0;0.006991067062603171;0.13420287934505223;0.1411939464076554;1;3;
0;19;120.0;0.007270112435239495;0.8134607487703791;0.8207308612056186;2;4;
0;20;120.0;0.007546007986127014;0.37612591996726574;0.3836719279533928;2;3;
0;21;120.0;0.00762205797567952;2.010452282337671;2.0180743403133503;3;4;
0;22;120.0;0.007785032986129057;0.2311429568393724;0.23892798982550145;1;3;
0;23;120.0;0.00964729480548729;0.884458503990466;0.8941057987959533;3;2;
0;24;120.0;0.010502513435916672;1.8444380861651037;1.8549405996010204;4;2;
0;25;120.0;0.010689059570474323;5.880625170051907;5.891314229622381;2;1;
0;26;120.0;0.010826598335158977;0.4885506736868549;0.4993772720220139;1;4;
0;27;120.0;0.010853811121582537;2.0409389518058165;2.051792762927399;3;2;
0;28;120.0;0.011496547051827686;0.34039170442886907;0.35188825148069675;3;1;
0;29;120.0;0.012354150315889564;0.9851503674519653;0.9975045177678549;3;1;
0;30;120.0;0.012410036689819047;0.9114267160644149;0.9238367527542339;2;1;
0;31;120.0;0.012972631016137121;2.0705743073423837;2.083546938358521;2;4;
0;32;120.0;0.014832027241411121;1.1750871485432186;1.1899191757846297;4;1;
0;33;120.0;0.015233799409145949;0.24732745271526313;0.26256125212440906;1;3;
0;34;120.0;0.015460241646408784;0.342286500810764;0.3577467424571728;4;1;
0;35;120.0;0.0158863140490342;1.5018487683078399;1.517735082356874;1;3;
0;36;120.0;0.016286322877347895;3.3129166326887702;3.3292029555661182;2;3;
0;37;120.0;0.01638774498448723;0.38858447979952304;0.4049722247840103;3;2;
0;38;120.0;0.01768029843360397;0.747204274458654;0.764884572892258;3;1;
0;39;120.0;0.018193534264812836;0.7827472677741285;0.8009408020389414;3;2;
0;40;120.0;0.018298314700914805;0.05216677286668745;0.07046508756760225;1;2;
0;41;120.0;0.018303224826905953;0.8128238292693755;0.8311270540962814;4;3;
0;42;120.0;0.018444799971591163;4.963729849737105;4.982174649708696;3;1;
0;43;120.0;0.01862752560072566;0.23176457523563254;0.2503921008363582;2;4;
0;44;120.0;0.019431045019685594;0.39525343003555213;0.41468447505523776;1;3;
0;45;120.0;0.019975534193970926;0.5383859806712608;0.5583615148652317;4;2;
0;46;120.0;0.020086328590939423;1.4566825828021879;1.4767689113931273;4;2;
