Resource,OSNR,Crosstalk,nli,Allocted,Load
0,0,0,1410,100000,60
0,0,0,1462,100000,60
0,0,0,4691,100000,100
0,0,0,4749,100000,100
0,0,0,7886,100000,140
0,0,0,7876,100000,140
0,0,0,10416,100000,180
0,0,0,10227,100000,180
0,0,0,12034,100000,220
0,0,0,12144,100000,220
0,0,0,13395,100000,260
0,0,0,13527,100000,260
