Resource,OSNR,Crosstalk,nli,Allocted,Load
0,0,0,1336,100000,60
0,0,0,1391,100000,60
0,0,0,4979,100000,100
0,0,0,4976,100000,100
0,0,0,8067,100000,140
0,0,0,7936,100000,140
0,0,0,10034,100000,180
0,0,0,10096,100000,180
0,0,0,12204,100000,220
0,0,0,12038,100000,220
0,0,0,13236,100000,260
0,0,0,13295,100000,260
