Resource,OSNR,Crosstalk,nli,Allocted,Load
0,0,0,0,100000,600
0,0,0,0,100000,600
0,0,0,0,100000,800
0,0,0,0,100000,800
0,0,0,0,100000,1000
0,0,0,0,100000,1000
0,0,0,0,100000,1200
0,0,0,0,100000,1200
0,0,0,0,100000,1400
0,0,0,0,100000,1400
