5;1;357
1;5;357
5;2;459
2;5;459
1;8;202
8;1;202
1;6;344
6;1;344
5;6;188
6;5;188
6;3;257
3;6;257
2;3;87
3;2;87
3;7;98
7;3;98
2;7;48
7;2;48
6;4;366
4;6;366
7;4;212
4;7;212
6;8;300
8;6;300
8;4;411
4;8;411
8;10;320
10;8;320
4;10;261
10;4;261
4;11;242
11;4;242
10;11;220
11;10;220
11;12;102
12;11;102
12;9;170
9;12;170
9;10;211
10;9;211
